Species	Yeast.txt																																				
E (entity)	3	Cycle1	Cycle2	Cycle3																																			
EG (entity groupping)	1	1	1	1																																			
T (time)	12	1	2	3	4	5	6	7	8	9	10	11	12
R (replicate)	1																																				
DATA	9335																																				
10000_at	0.055618618	0.073988438	0.120317824	0.055118114	0.030303033	0.026143791	0.013001083	0.09195403	0.088377729	0.062780268	0.079908676	0.06395939	0.157290474	0.079545453	0.065462753	0.059360731	0.109253071	0.031632651	0.013144589	0.056155507	0.108571425	0.036045313	0.096566521	0.067527309	0.145299137	0.114792898	0.081447966	0.063894525	0.078512393	0.033613447	0.108671792	0.090234853	0.053846158	0.068897635	0.061678458	0.034232363	
10001_at	1.994324565	1.805780292	1.173666358	1.147356629	0.940516353	0.930283248	0.83856988	1.067920566	3.21670723	1.644618869	2.239726067	2.690355301	2.165327311	1.929545522	1.509029269	0.821917832	1.030100346	0.888775468	0.864509583	2.977321863	2.731428623	2.197734118	2.706008434	2.676266193	2.572649479	1.478106499	1.255656123	1.015213013	1.010330558	0.857142866	0.97694844	3.526575804	2.535164833	2.319881916	2.673407316	2.965767384	
10002_i_at	6.207718849	5.685548782	7.723042488	8.091114044	8.329966545	7.448801517	6.802816868	8.758621216	11.02421284	8.02130127	7.337899685	7.411167145	5.122847557	5.736363888	6.98419857	5.460045815	10.25083637	7.114285469	6.03336668	8.867170334	6.296000004	6.90525198	7.762875557	5.192651749	5.852258682	5.423668385	7.071266651	8.424949646	7.313016415	7.883403778	7.673984528	10.81582165	6.581319332	8.344488144	8.014155388	7.818464279	
10003_f_at	22.51645851	11.07745647	19.84449577	17.49943733	17.20314407	18.38671112	19.45720482	23.99895477	50.00363159	33.29484177	36.15296936	24.93908501	15.49827862	12.37727261	14.69864559	17.03881264	23.16387939	16.66530609	19.61880684	32.13822937	36.33371353	24.51184464	24.52575111	20.65739822	25.64957237	14.42366982	18.35859871	15.59837818	17.62809944	18.91281509	22.45773888	40.59085083	28.93186951	20.94881821	21.2800808	21.81431389	
10004_at	0.005675369	0.004624277	0.049943246	0.013498314	0.004489338	0.030501088	0.006500542	0.008359457	0.012106538	0.005605381	0.050228313	0.007106599	0.006888635	0.013636365	0.050790068	0.011415525	0.025641026	0.006122449	0.005055611	0.024838012	0.004571429	0.004119465	0.00751073	0.004965243	0.007326008	0.033136096	0.005656109	0.034482762	0.003099174	0.005252101	0.005488474	0.004944376	0.007692308	0.00984252	0.008088979	0.003112033	
10005_at	2.220204353	1.906358242	2.366628885	1.8436445	1.734006763	1.860566497	1.684723616	2.013584137	3.176755428	1.928251266	2.340182781	2.655837536	2.165327311	1.9284091	1.809255123	1.739725947	2.066889524	1.733673334	1.847320437	2.687904835	2.93599987	2.417095661	2.82618022	2.370407104	2.623931646	2.113609552	1.9864254	1.758620739	1.586776853	1.801470637	1.962678432	2.978986263	2.278022051	2.288385868	2.733063459	2.856846333	
10006_at	0.657207727	0.635838151	0.656072617	0.905511856	1.127946138	1.001089334	1.069339037	1.022988558	2.917675495	0.491031408	0.603881299	1.389847636	0.475315779	0.474999994	0.738148987	0.643835664	1.512820482	1.360204101	0.977755249	2.53887701	0.89028573	0.745623052	0.916308999	1.083416104	0.601953626	0.604733706	0.835972905	0.980730236	1.216942191	1.491596699	1.032930851	4.370828152	0.647252798	0.806102395	0.938321531	0.895228207	
10007_at	3.346197367	3.784970999	3.570942163	3.767154217	3.144781351	3.406318188	2.66847229	2.531870604	1.211864471	1.84977591	2.005707741	1.730964422	3.834672928	3.438636541	3.729119539	3.828767061	3.464882851	2.948979616	2.792719841	2.397408247	3.593142748	2.177136898	2.498926878	3.026812315	3.726495981	4.142012119	3.295248747	2.196754694	2.200413227	2.295168161	2.762897968	1.672435045	3.476922989	1.912401557	2.016177893	2.381742716	
10008_at	0.026106697	0.028901733	0.191827461	0.156355456	0.017957352	0.039215684	0.03033586	0.064785786	0.111380145	0.028026907	0.025114156	0.023350254	0.095292777	0.069318183	0.040632054	0.1369863	0.035674471	0.013265305	0.027300302	0.042116631	0.042285714	0.017507724	0.011802576	0.021847071	0.035409037	0.123076923	0.059954755	0.032454364	0.026859503	0.076680675	0.017563118	0.063040785	0.020879121	0.007874016	0.011122346	0.018672198	
10009_at	0.315550506	0.089017339	0.167990923	0.084364459	0.191919208	0.15795207	0.276273012	0.355276912	0.417675555	0.28139016	0.239726037	0.261928916	0.312284768	0.186363637	0.177200899	0.344748884	0.372352302	0.220408157	0.237613738	0.369330466	0.410285741	0.249227598	0.206008598	0.18768619	0.352869362	0.039053254	0.106334843	0.114604473	0.263429761	0.286764711	0.291986853	0.281829387	0.140659347	0.313976377	0.262891799	0.118257247	
10010_at	29.91146469	26.66589737	32.16685486	22.47244263	15.67227936	10.69390011	14.95232868	12.48484898	13.65375423	20.60201836	32.72602844	24.74111557	29.53157425	25.42159271	24.12415123	16.34132385	15.13377953	13.82551003	12.21233559	14.14686775	22.53257179	21.32440758	25.23283195	20.12214661	29.2832737	29.08639145	23.84615517	17.1217041	13.15082645	15.90861416	16.15148354	14.25834274	26.07692337	21.38287354	26.29423523	26.56638908
10011_at	0.264472187	0.116763011	0.17026107	0.15185602	0.14927049	0.077342048	0.162513539	0.101358414	0.177966103	0.205156952	0.389269382	0.389847726	0.258323789	0.209090918	0.162528217	0.015981736	0.139353395	0.075510204	0.106167838	0.070194386	0.355428576	0.237899065	0.296137333	0.353525311	0.269841284	0.170414194	0.245475128	0.116632864	0.1053719	0.12079832	0.143798038	0.145859078	0.253846169	0.192913383	0.296258837	0.380705386
10012_at	1.585698009	3.213872671	3.719636917	3.665916681	4.057239056	4.177559853	4.202600002	2.95715785	1.439467311	1.572870016	1.890411019	1.082233429	1.863375545	3.438636541	2.793453693	2.48744297	4.86176157	3.648979664	3.662285089	2.068034649	1.973714232	1.455200791	1.075107217	1.021847129	2.438339472	3.211834192	3.424208403	3.420892477	3.751033068	4.290966511	4.806805611	1.885043144	2.495604515	1.771653533	1.183013082	1.241701126
10013_at	0.700340509	0.897109807	1.055618644	0.942632198	0.940516353	1	0.97941494	0.996865213	1.415254235	0.470852047	0.952054858	0.91065985	0.673938036	1.139772773	1.227990985	0.929223776	1.358974338	1.100000024	0.864509583	1.26781857	0.903999984	0.662203908	0.692060113	0.827209592	0.946275949	1.268639088	1.176470637	1.105476737	1.306818128	1.268907666	1.217343688	1.224969029	0.718681335	0.704724371	0.869565189	0.836099505
10014_at	4.196367741	4.334104061	3.583428144	3.841394901	3.924803972	3.290849686	3.18418169	3.485893488	1.651331663	3.859865427	2.917808294	2.525888205	4.905855656	4.007954597	3.353273153	3.551369905	3.703456163	2.943877459	2.778563976	3.632829189	6.976000309	3.336766243	3.133047104	3.206554174	4.980463982	4.682840347	3.57692337	2.668357134	2.988636255	2.759454012	3.548847437	3.70086503	7.218681812	2.77657485	2.643073559	3.178422928
10015_at	4.947786808	9.030056953	14.13961411	9.087739944	9.347924232	6.636165619	5.339111328	6.605015755	12.39346313	8.381166458	12.69748974	10.60406113	5.012629509	11.75568199	9.737020493	8.164383888	8.79821682	5.23163271	5.162790298	12.03347778	7.195428371	9.894953728	12.13948536	9.315789223	5.352869511	12.45443821	10.20814514	6.883367538	5.984503746	5.296218872	6.276618958	15.84301472	6.230769157	10.10137844	11.57836151	10.90248871
10016_at	3.312145233	2.530635595	2.947786808	3.011248827	2.66554451	2.198257208	2.811484098	3.402298927	2.578692436	1.902466416	2.811643839	3.6294415	2.865671873	3.305681944	3.177200794	2.675799131	3.916387796	2.854081631	2.619817972	3.754859686	2.305142879	2.250257492	3.316523552	2.950347662	4.195360184	2.533727884	2.849547625	2.702839851	2.864669323	2.931722879	3.110867262	4.20148325	1.815384626	2.649606466	3.325581074	3.569501877
10017_at	0.018161181	0.026589595	0.056753688	0.021372329	0.05387206	0.033769064	0.023835318	0.051201675	0.133171916	0.039237671	0.015981736	0.013197969	0.02640643	0.070454545	0.018058691	0.022831051	0.110367887	0.006122449	0.07886754	0.016198704	0.023999998	0.019567456	0.011802576	0.013902681	0.04884005	0.075739644	0.020361992	0.017241381	0.021694213	0.021008404	0.068057083	0.014833127	0.083516486	0.015748031	0.013144589	0.009336099
10018_at	43.29738998	25.93988419	41.94778824	43.53430939	36.99775696	33.83224487	36.01300049	31.30094147	37.91162491	40.99888229	40.19292068	41.7350235	44.92996597	24.32159233	38.29684067	26.66095924	35.81716919	26.95918274	28.85237503	40.49892044	63.46628189	37.38516998	45.5729599	35.91062546	48.06593704	22.62958527	36.46154022	28.10142136	31.34193993	32.3592453	35.39187622	43.68849945	44.58461761	34.723423	39.03336334	39.13174057
10019_at	40.52213287	39.93179321	34.62996674	26.75140572	24.3254776	23.30827904	22.20476532	16.35527611	6.865617275	27.68946266	27.48287773	26.52081299	36.75430679	36.49090958	25.96388054	25.46118736	26.94537354	17.0908165	20.27098083	12.19762421	30.42514229	33.77548981	32.1738205	28.75372505	45.76678848	40.39289856	29.88801003	19.10243416	19.97210693	19.27205849	19.22612572	7.27317667	30.56373787	27.19389725	29.23356819	28.65559959
